Features,Cover,Gain,NA_full,NA_target,Path,Field,ValueType,Units
1140-0.0_c4,0.0008888888888888889,0.0001352109775802645,0.0,0.0,,1140-0.0_c4,,
3741-0.0_c2,0.0006666666666666666,0.0001318794405093684,0.0,0.0,,3741-0.0_c2,,
6153-0.0_neg,0.00044444444444444447,0.00012910424967013505,0.0,0.0,,6153-0.0_neg,,
6141-0.1_pos,0.0006666666666666668,0.00012754430678828382,0.0,0.0,,6141-0.1_pos,,
23122-0.0,0.0006666666666666668,0.00012663152491327267,2.0,3.7,,23122-0.0,,
1140-0.0_c2,0.0006666666666666668,0.00012621391912248967,0.0,0.0,,1140-0.0_c2,,
1747-0.0_c5,0.0006666666666666666,0.00012607438245920105,0.0,0.0,,1747-0.0_c5,,
23105-0.0,0.0006666666666666668,0.00012555230563489697,1.9,3.7,,23105-0.0,,
22032-0.0_c1,0.00022222222222222223,0.00012392809289977908,0.0,0.0,,22032-0.0_c1,,
6138-0.0_c0,0.0006666666666666666,0.00012265452897776793,0.0,0.0,,6138-0.0_c0,,
6145-0.0_pos,0.00022222222222222223,0.00012094102350781354,0.0,0.0,,6145-0.0_pos,,
3637-0.0_c1,0.0006666666666666668,0.00012041281456736205,0.0,0.0,,3637-0.0_c1,,
1628-0.0_c0,0.00044444444444444447,0.00011800897394437818,0.0,0.0,,1628-0.0_c0,,
3404-0.0_c2,0.00022222222222222223,0.00011495444215251058,0.0,0.0,,3404-0.0_c2,,
23124-0.0,0.0006666666666666668,0.00011375219312889892,2.0,3.7,,23124-0.0,,
4559-0.0_c6,0.0006666666666666668,0.00011256585072624278,0.0,0.0,,4559-0.0_c6,,
4581-0.0_c4,0.0006666666666666668,0.00011215500765086016,0.0,0.0,,4581-0.0_c4,,
924-0.0_c0,0.00044444444444444447,0.00010816569638622072,0.0,0.0,,924-0.0_c0,,
2060-0.0_c1,0.00044444444444444447,0.00010651473527728165,0.0,0.0,,2060-0.0_c1,,
20010-0.0,0.0006666666666666668,0.00010627364351049361,22.9,17.5,,20010-0.0,,
2724-0.0_c4,0.00044444444444444447,0.00010375995000542435,0.0,0.0,,2724-0.0_c4,,
23125-0.0,0.0006666666666666668,0.00010363411960062884,2.0,3.7,,23125-0.0,,
1239-0.0_c0,0.00022222222222222223,0.0001023537845588676,0.0,0.0,,1239-0.0_c0,,
2674-0.0_c1,0.0006666666666666668,0.00010162305800447296,0.0,0.0,,2674-0.0_c1,,
3616-0.0_c2,0.00044444444444444447,0.00010002033139476504,0.0,0.0,,3616-0.0_c2,,
2247-0.0_c0,0.00044444444444444447,9.803937699321598e-05,0.0,0.0,,2247-0.0_c0,,
1448-0.0_c1,0.00044444444444444447,9.738302248806966e-05,0.0,0.0,,1448-0.0_c1,,
1458-0.0,0.0006666666666666668,9.73701054740019e-05,0.6,0.9,,1458-0.0,,
3616-0.0_c0,0.00044444444444444447,9.610711674797986e-05,0.0,0.0,,3616-0.0_c0,,
23121-0.0,0.00044444444444444447,9.585094735824483e-05,2.0,3.7,,23121-0.0,,
1329-0.0_c2,0.0006666666666666666,9.569919245865098e-05,0.0,0.0,,1329-0.0_c2,,
971-0.0_c6,0.00044444444444444447,9.17214373481999e-05,0.0,0.0,,971-0.0_c6,,
3773-0.0_c0,0.00022222222222222223,9.027656120423887e-05,0.0,0.0,,3773-0.0_c0,,
4653-0.0_c2,0.00044444444444444447,8.81131989547086e-05,0.0,0.0,,4653-0.0_c2,,
30150-0.0,0.00044444444444444447,8.71603988351496e-05,5.0,6.2,,30150-0.0,,
1349-0.0_c2,0.00022222222222222223,8.657314431972957e-05,0.0,0.0,,1349-0.0_c2,,
3404-0.0_c0,0.00022222222222222223,8.393287384316398e-05,0.0,0.0,,3404-0.0_c0,,
943-0.0_c4,0.00044444444444444447,8.287952758061112e-05,0.0,0.0,,943-0.0_c4,,
2784-0.0_c2,0.00022222222222222223,8.284183652926575e-05,0.0,0.0,,2784-0.0_c2,,
23104-0.0,0.00044444444444444447,8.189056442849853e-05,1.9,3.7,,23104-0.0,,
23102-0.0,0.00044444444444444447,8.147703643030771e-05,1.9,3.7,,23102-0.0,,
1747-0.0_c0,0.00044444444444444447,8.098189557135361e-05,0.0,0.0,,1747-0.0_c0,,
1707-0.0_c1,0.00022222222222222223,7.952510595560053e-05,0.0,0.0,,1707-0.0_c1,,
4581-0.0_c0,0.00044444444444444447,7.91899957637962e-05,0.0,0.0,,4581-0.0_c0,,
23126-0.0,0.00044444444444444447,7.687320461399996e-05,2.0,3.7,,23126-0.0,,
6138-0.0_c3,0.00044444444444444447,7.576019262407185e-05,0.0,0.0,,6138-0.0_c3,,
1120-0.0_c6,0.00044444444444444447,7.538965136559217e-05,0.0,0.0,,1120-0.0_c6,,
2453-0.0_c2,0.00044444444444444447,7.254495149266216e-05,0.0,0.0,,2453-0.0_c2,,
1120-0.0_c3,0.00022222222222222223,7.006980714336916e-05,0.0,0.0,,1120-0.0_c3,,
23113-0.0,0.00044444444444444447,6.764684521657144e-05,2.0,3.7,,23113-0.0,,
6146-0.2_pos,0.00044444444444444447,6.749142626435606e-05,0.0,0.0,,6146-0.2_pos,,
2306-0.0_c1,0.00044444444444444447,6.727629195803137e-05,0.0,0.0,,2306-0.0_c1,,
4526-0.0_c5,0.00044444444444444447,6.675148315184591e-05,0.0,0.0,,4526-0.0_c5,,
2774-0.0_c0,0.00022222222222222223,6.637523706565975e-05,0.0,0.0,,2774-0.0_c0,,
20110-0.7_pos,0.00022222222222222223,6.497439595275689e-05,0.0,0.0,,20110-0.7_pos,,
6148-0.1_pos,0.00022222222222222223,6.474646164201232e-05,0.0,0.0,,6148-0.1_pos,,
1130-0.0_c1,0.00022222222222222223,6.341868191515303e-05,0.0,0.0,,1130-0.0_c1,,
1717-0.0_c5,0.00044444444444444447,6.264463419877045e-05,0.0,0.0,,1717-0.0_c5,,
20110-0.3_pos,0.00022222222222222223,6.139723037289347e-05,0.0,0.0,,20110-0.3_pos,,
6149-0.1_pos,0.00022222222222222223,6.123472801288684e-05,0.0,0.0,,6149-0.1_pos,,
991-0.0_c2,0.00022222222222222223,6.01764352595888e-05,0.0,0.0,,991-0.0_c2,,
6138-0.0_c2,0.00022222222222222223,6.015563621493112e-05,0.0,0.0,,6138-0.0_c2,,
3506-0.0_c1,0.00022222222222222223,5.9076991947957464e-05,0.0,0.0,,3506-0.0_c1,,
3773-0.0_c2,0.00022222222222222223,5.82362513814386e-05,0.0,0.0,,3773-0.0_c2,,
2624-0.0_c5,0.00022222222222222223,5.765691077583695e-05,0.0,0.0,,2624-0.0_c5,,
2050-0.0_c3,0.00022222222222222223,5.7465830123985034e-05,0.0,0.0,,2050-0.0_c3,,
6177-0.1_pos,0.00022222222222222223,5.703041785050583e-05,0.0,0.0,,6177-0.1_pos,,
2020-0.0_c0,0.00044444444444444447,5.7029304274570945e-05,0.0,0.0,,2020-0.0_c0,,
3637-0.0_c0,0.00022222222222222223,5.590062342349301e-05,0.0,0.0,,3637-0.0_c0,,
20107-0.1_pos,0.00044444444444444447,5.472133025347835e-05,0.0,0.0,,20107-0.1_pos,,
1797-0.0_c2,0.00022222222222222223,5.4701671004736316e-05,0.0,0.0,,1797-0.0_c2,,
1697-0.0_c1,0.00022222222222222223,5.4700041894124076e-05,0.0,0.0,,1697-0.0_c1,,
2986-0.0_c1,0.00022222222222222223,4.981736033478409e-05,0.0,0.0,,2986-0.0_c1,,
4501-0.0_c1,0.00022222222222222223,4.964708752279203e-05,0.0,0.0,,4501-0.0_c1,,
1990-0.0_c2,0.00022222222222222223,4.893529202517841e-05,0.0,0.0,,1990-0.0_c2,,
2844-0.0_c0,0.00022222222222222223,4.883996230946429e-05,0.0,0.0,,2844-0.0_c0,,
3773-0.0_c1,0.00022222222222222223,4.862785710994893e-05,0.0,0.0,,3773-0.0_c1,,
20126-0.0_c6,0.00022222222222222223,4.861571534877895e-05,0.0,0.0,,20126-0.0_c6,,
5663-0.0_c0,0.00022222222222222223,4.760678018664287e-05,0.0,0.0,,5663-0.0_c0,,
1259-0.0_c0,0.00022222222222222223,4.677186891308858e-05,0.0,0.0,,1259-0.0_c0,,
1747-0.0_c4,0.00022222222222222223,4.649919325511408e-05,0.0,0.0,,1747-0.0_c4,,
2159-0.0_c0,0.00022222222222222223,4.644817127250443e-05,0.0,0.0,,2159-0.0_c0,,
971-0.0_c3,0.00022222222222222223,4.410893745790584e-05,0.0,0.0,,971-0.0_c3,,
4526-0.0_c2,0.00022222222222222223,4.40888332660726e-05,0.0,0.0,,4526-0.0_c2,,
3720-0.0_c1,0.00022222222222222223,4.335444683237207e-05,0.0,0.0,,3720-0.0_c1,,
1170-0.0_c3,0.00022222222222222223,4.3153182070408e-05,0.0,0.0,,1170-0.0_c3,,
4836-0.0_c4,0.00022222222222222223,4.2154952795901154e-05,0.0,0.0,,4836-0.0_c4,,
1717-0.0_c2,0.00022222222222222223,4.167303139339111e-05,0.0,0.0,,1717-0.0_c2,,
23118-0.0,0.00022222222222222223,4.155351146031677e-05,2.0,3.7,,23118-0.0,,
4825-0.0_c3,0.00022222222222222223,4.131741049785837e-05,0.0,0.0,,4825-0.0_c3,,
1349-0.0_c1,0.00022222222222222223,4.107327816002279e-05,0.0,0.0,,1349-0.0_c1,,
6153-0.0_pos,0.00022222222222222223,4.106438508197407e-05,0.0,0.0,,6153-0.0_pos,,
1110-0.0_c0,0.00022222222222222223,4.046263283270957e-05,0.0,0.0,,1110-0.0_c0,,
2907-0.0_c2,0.00022222222222222223,4.016201903100726e-05,0.0,0.0,,2907-0.0_c2,,
3647-0.0_c1,0.00022222222222222223,3.99210065742243e-05,0.0,0.0,,3647-0.0_c1,,
1140-0.0_c3,0.00022222222222222223,3.8300597948654636e-05,0.0,0.0,,1140-0.0_c3,,
1518-0.0_c2,0.00022222222222222223,3.807489901165574e-05,0.0,0.0,,1518-0.0_c2,,
4653-0.0_c1,0.00022222222222222223,3.779390127992398e-05,0.0,0.0,,4653-0.0_c1,,
4598-0.0_c0,0.00022222222222222223,3.761208748247547e-05,0.0,0.0,,4598-0.0_c0,,
4631-0.0_c0,0.00022222222222222223,3.751216943564998e-05,0.0,0.0,,4631-0.0_c0,,
2834-0.0_c0,0.00022222222222222223,3.7219543334742565e-05,0.0,0.0,,2834-0.0_c0,,
20111-0.8_pos,0.00022222222222222223,3.660980416523251e-05,0.0,0.0,,20111-0.8_pos,,
30160-0.0,0.00022222222222222223,3.633495525045932e-05,5.0,6.2,,30160-0.0,,
1359-0.0_c2,0.00022222222222222223,3.6058457653274814e-05,0.0,0.0,,1359-0.0_c2,,
22035-0.0_c0,0.00022222222222222223,3.586880228869064e-05,0.0,0.0,,22035-0.0_c0,,
20110-0.8_pos,0.00022222222222222223,3.58050790410414e-05,0.0,0.0,,20110-0.8_pos,,
6160-0.1_pos,0.00022222222222222223,3.5654624230722046e-05,0.0,0.0,,6160-0.1_pos,,
971-0.0_c4,0.00022222222222222223,3.5291516397186586e-05,0.0,0.0,,971-0.0_c4,,
3799-0.0_c0,0.00022222222222222223,3.495305748010986e-05,0.0,0.0,,3799-0.0_c0,,
2159-0.0_c2,0.00022222222222222223,3.4943068150540645e-05,0.0,0.0,,2159-0.0_c2,,
3647-0.0_c0,0.00022222222222222223,3.4837612417656245e-05,0.0,0.0,,3647-0.0_c0,,
23120-0.0,0.00022222222222222223,3.469882818980322e-05,2.0,3.7,,23120-0.0,,
1518-0.0_c0,0.00022222222222222223,3.468800703951796e-05,0.0,0.0,,1518-0.0_c0,,
23053-0.0_c0,0.00022222222222222223,3.4683920205761294e-05,0.0,0.0,,23053-0.0_c0,,
2654-0.0_c1,0.00022222222222222223,3.467147930208682e-05,0.0,0.0,,2654-0.0_c1,,
2624-0.0_c1,0.00022222222222222223,3.428499957346359e-05,0.0,0.0,,2624-0.0_c1,,
20107-0.6_pos,0.00022222222222222223,3.422125893115703e-05,0.0,0.0,,20107-0.6_pos,,
2129-0.0_c0,0.00022222222222222223,3.422095455103265e-05,0.0,0.0,,2129-0.0_c0,,
1180-0.0_c0,0.00022222222222222223,3.3972085047043687e-05,0.0,0.0,,1180-0.0_c0,,
3720-0.0_c0,0.00022222222222222223,3.382310682694032e-05,0.0,0.0,,3720-0.0_c0,,
1389-0.0_c1,0.00022222222222222223,3.379708120911478e-05,0.0,0.0,,1389-0.0_c1,,
20111-0.4_neg,0.00022222222222222223,3.3792896783082694e-05,0.0,0.0,,20111-0.4_neg,,
924-0.0_c1,0.00022222222222222223,3.347730901980167e-05,0.0,0.0,,924-0.0_c1,,
20107-0.4_neg,0.00022222222222222223,3.327476554710587e-05,0.0,0.0,,20107-0.4_neg,,
2644-0.0_c0,0.00022222222222222223,3.30136233085606e-05,0.0,0.0,,2644-0.0_c0,,
20110-0.9_pos,0.00022222222222222223,3.2753952217133495e-05,0.0,0.0,,20110-0.9_pos,,
1408-0.0_c5,0.00022222222222222223,3.2513005486182206e-05,0.0,0.0,,1408-0.0_c5,,
1379-0.0_c1,0.00022222222222222223,3.194268435258522e-05,0.0,0.0,,1379-0.0_c1,,
1369-0.0_c3,0.00022222222222222223,3.193615250164079e-05,0.0,0.0,,1369-0.0_c3,,
1558-0.0_c5,0.00022222222222222223,3.178457482001573e-05,0.0,0.0,,1558-0.0_c5,,
52-0.0_c0,0.00022222222222222223,3.177902475883183e-05,0.0,0.0,,52-0.0_c0,,
6153-0.3_pos,0.00022222222222222223,3.169526990065557e-05,0.0,0.0,,6153-0.3_pos,,
2395-0.0_c3,0.00022222222222222223,3.151662969024521e-05,0.0,0.0,,2395-0.0_c3,,
20116-0.0_c1,0.00022222222222222223,3.14224939075102e-05,0.0,0.0,,20116-0.0_c1,,
3393-0.0_c0,0.00022222222222222223,3.1312196364432365e-05,0.0,0.0,,3393-0.0_c0,,
1249-0.0_c2,0.00022222222222222223,3.01535747753833e-05,0.0,0.0,,1249-0.0_c2,,
2907-0.0_c0,0.00022222222222222223,3.0105281937536394e-05,0.0,0.0,,2907-0.0_c0,,
20111-0.5_pos,0.00022222222222222223,2.968190900404877e-05,0.0,0.0,,20111-0.5_pos,,
23130-0.0,0.00022222222222222223,2.9205288893276582e-05,2.0,3.7,,23130-0.0,,
120-0.0_c0,0.00022222222222222223,2.8968915559331313e-05,0.0,0.0,,120-0.0_c0,,
20107-0.9_pos,0.00022222222222222223,2.8791516557553743e-05,0.0,0.0,,20107-0.9_pos,,
3571-0.0_c2,0.00022222222222222223,2.8325850694420154e-05,0.0,0.0,,3571-0.0_c2,,
20110-0.12_pos,0.00022222222222222223,2.6849661596535606e-05,0.0,0.0,,20110-0.12_pos,,
1359-0.0_c1,0.00022222222222222223,2.6694434264049612e-05,0.0,0.0,,1359-0.0_c1,,
23066-0.0_c0,0.00022222222222222223,2.6425514480874958e-05,0.0,0.0,,23066-0.0_c0,,
